"Klucz","KluczOpakJedn","IdCechy","Wartosc","NrWersji","IdSesji"
"8070","3200","104","A2767167","1","2727"
"8071","3199","105","A2767166","1","2727"
"8072","3199","103","","1","2727"
"8073","3199","104","A2767165","1","2727"
"8074","3198","105","A2767164","1","2727"
"8075","3198","103","","1","2727"
"8076","3198","104","A2767163","1","2727"
"8077","3211","105","A2767522","1","2727"
"8078","3211","103","","1","2727"
"8079","3211","104","A2767521","1","2727"
"8080","3210","105","A2767524","1","2727"
"8081","3210","103","","1","2727"
"8082","3210","104","A2767523","1","2727"
"8083","3209","105","A2767186","1","2727"
"8084","3209","103","","1","2727"
"8085","3209","104","A2767185","1","2727"
"8086","3208","105","A2767184","1","2727"
"8087","3208","103","","1","2727"
"8088","3208","104","A2767183","1","2727"
"8089","8807","105","A2767480","1","2727"
"8090","8807","103","","1","2727"
"8091","8807","104","A2767479","1","2727"
"8092","8806","105","A2767482","1","2727"
"8093","8806","103","","1","2727"
"8094","8806","104","A2767481","1","2727"
"8095","8805","105","A2767484","1","2727"
"8096","8805","103","","1","2727"
"8097","8805","104","A2767483","1","2727"
"8098","8804","105","A2767486","1","2727"
"8099","8804","103","","1","2727"
"8100","8804","104","A2767485","1","2727"
"8101","8836","105","A2767406","1","2727"
"8102","8836","103","","1","2727"
"8103","8836","104","A2767405","1","2727"
"8104","8835","105","A2767404","1","2727"
"8105","8835","103","","1","2727"
"8106","8835","104","A2767403","1","2727"
"8107","8834","105","A2767402","1","2727"
"8108","8834","103","","1","2727"
"8109","8834","104","A2767401","1","2727"
"8110","8833","105","A2767402","1","2727"
"8111","8833","103","","1","2727"
"8112","8833","104","A2767399","1","2727"
"8113","8832","105","A2767398","1","2727"
"8114","8832","103","","1","2727"
"8115","8832","104","A2767397","1","2727"
"8116","8831","105","A2767396","1","2727"
"8117","8831","103","","1","2727"
"8118","8831","104","A2767395","1","2727"
"8119","8863","105","A2767394","1","2727"
"8120","8863","103","","1","2727"
"8121","8863","104","A2767393","1","2727"
"8122","8862","105","A2767392","1","2727"
"8123","8862","103","","1","2727"
"8124","8862","104","A2767391","1","2727"
"8125","8861","105","A2767390","1","2727"
"8126","8861","103","","1","2727"
"8127","8861","104","A2767389","1","2727"
"8128","8860","105","A2767388","1","2727"
"8129","8860","103","","1","2727"
"8130","8860","104","A2767387","1","2727"
"8131","8858","105","A2767386","1","2727"
"8132","8858","103","","1","2727"
"8133","8858","104","A2767385","1","2727"
"8134","8857","105","A2767384","1","2727"
"8135","8857","103","","1","2727"
"8136","8857","104","A2767383","1","2727"
"8137","8856","105","A2767382","1","2727"
"8138","8856","103","","1","2727"
"8139","8856","104","A2767381","1","2727"
"8140","8855","105","A2767380","1","2727"
"8141","8855","103","","1","2727"
"8142","8855","104","A2767379","1","2727"
"8143","8854","105","A2767378","1","2727"
"8144","8854","103","","1","2727"
"8145","8854","104","A2767377","1","2727"
"8146","8853","105","A2767376","1","2727"
"8147","8853","103","","1","2727"
"8148","8853","104","A2767375","1","2727"
"8149","8852","105","A2767374","1","2727"
"8150","8852","103","","1","2727"
"8151","8852","104","A2767373","1","2727"
"8152","8851","105","A2767372","1","2727"
"8153","8851","103","","1","2727"
"8154","8851","104","A2767371","1","2727"
"8155","8876","105","A2767370","1","2727"
"8156","8876","103","","1","2727"
"8157","8876","104","A2767369","1","2727"
"8158","8875","105","A2767368","1","2727"
"8159","8875","103","","1","2727"
"8160","8875","104","A2767367","1","2727"
"8161","8874","105","A2767366","1","2727"
"8162","8874","103","","1","2727"
"8163","8874","104","A2767365","1","2727"
"8164","8873","105","A2767364","1","2727"
"8165","8873","103","","1","2727"
"8166","8873","104","A2767363","1","2727"
"8167","8870","105","A2767362","1","2727"
"8168","8870","103","","1","2727"
"8169","8870","104","A2767361","1","2727"
"8170","8869","105","A2767360","1","2727"
"8171","8869","103","","1","2727"
"8172","8869","104","A2767359","1","2727"
"8173","8878","105","A2767358","1","2727"
"8174","8878","103","","1","2727"
"8175","8878","104","A2767357","1","2727"
"8176","8868","105","A2767356","1","2727"
"8177","8868","103","","1","2727"
"8178","8868","104","A2767355","1","2727"
"8179","8867","105","A2767354","1","2727"
"8180","8867","103","","1","2727"
"8181","8867","104","A2767353","1","2727"
"8182","8866","105","A2767352","1","2727"
"8183","8866","103","","1","2727"
"8184","8866","104","A2767351","1","2727"
"8185","8865","105","A2767350","1","2727"
"8186","8865","103","","1","2727"
"8187","8865","104","A2767349","1","2727"
"8188","8864","105","A2767348","1","2727"
"8189","8864","103","","1","2727"
"8190","8864","104","A2767347","1","2727"
"8191","8880","105","A2767344","1","2727"
"8192","8880","103","","1","2727"
"8193","8880","104","A2767343","1","2727"
"8194","8881","105","A2767346","1","2727"
"8195","8881","103","","1","2727"
"8196","8881","104","A2767345","1","2727"
"8197","8871","105","A2767340","1","2727"
"8198","8871","103","","1","2727"
"8199","8871","104","A2767339","1","2727"
"8200","8872","105","A2767338","1","2727"
"8201","8872","103","","1","2727"
"8202","8872","104","A2767337","1","2727"
"8203","8879","105","A2767334","1","2727"
"8204","8879","103","","1","2727"
"8205","8879","104","A2767333","1","2727"
"8206","8882","105","A2767336","1","2727"
"8207","8882","103","","1","2727"
"8208","8882","104","A2767335","1","2727"
"8209","8888","105","A2767332","1","2727"
"8210","8888","103","","1","2727"
"8211","8888","104","A2767331","1","2727"
"8212","8887","105","A2767330","1","2727"
"8213","8887","103","","1","2727"
"8214","8887","104","A2767329","1","2727"
"8215","8886","105","A2767328","1","2727"
"8216","8886","103","","1","2727"
"8217","8886","104","A2767327","1","2727"
"8218","8885","105","A2767326","1","2727"
"8219","8885","103","","1","2727"
"8220","8885","104","A2767325","1","2727"
"8221","8884","105","A2767324","1","2727"
"8222","8884","103","","1","2727"
"8223","8884","104","A2767323","1","2727"
"8224","8883","105","A2767322","1","2727"
"8225","8883","103","","1","2727"
"8226","8883","104","A2767321","1","2727"
"8227","8894","105","A2767320","1","2727"
"8228","8894","103","","1","2727"
"8229","8894","104","A2767319","1","2727"
"8230","8893","105","A2767318","1","2727"
"8231","8893","103","","1","2727"
"8232","8893","104","A2767317","1","2727"
"8233","8892","105","A2767316","1","2727"
"8234","8892","103","","1","2727"
"8235","8892","104","A2767315","1","2727"
"8236","8891","105","A2767314","1","2727"
"8237","8891","103","","1","2727"
"8238","8891","104","A2767313","1","2727"
"8239","8890","105","A2767312","1","2727"
"8240","8890","103","","1","2727"
"8241","8890","104","A2767311","1","2727"
"8242","8889","105","A2767310","1","2727"
"8243","8889","103","","1","2727"
"8244","8889","104","A2767309","1","2727"
"8245","8900","105","A2767308","1","2727"
"8246","8900","103","","1","2727"
"8247","8900","104","A2767307","1","2727"
"8248","8899","105","A2767306","1","2727"
"8249","8899","103","","1","2727"
"8250","8899","104","A2767305","1","2727"
"8251","8898","105","A2767304","1","2727"
"8252","8898","103","","1","2727"
"8253","8898","104","A2767303","1","2727"
"8254","8897","105","A2767302","1","2727"
"8255","8897","103","","1","2727"
"8256","8897","104","A2767301","1","2727"
"8257","8896","105","A2767300","1","2727"
"8258","8896","103","","1","2727"
"8259","8896","104","A2767299","1","2727"
"8260","8895","105","A2767298","1","2727"
"8261","8895","103","","1","2727"
"8262","8895","104","A2767297","1","2727"
"8263","8694","105","A2767268","1","2727"
"8264","8694","103","","1","2727"
"8265","8694","104","A2767267","1","2727"
"8266","8695","105","A2767266","1","2727"
"8267","8695","103","","1","2727"
"8268","8695","104","A2767265","1","2727"
"13387","9787","107","RK Warszawa ul. Sonata III-XII 2012","1","2995"
"13388","9787","106","","1","2995"
"8272","8697","105","A2767262","1","2727"
"8273","8697","103","","1","2727"
"8274","8697","104","A2767261","1","2727"
"8275","8698","105","A2767260","1","2727"
"8276","8698","103","","1","2727"
"8277","8698","104","A2767259","1","2727"
"8278","8693","105","A2767258","1","2727"
"8279","8693","103","","1","2727"
"8280","8693","104","A2767257","1","2727"
"8281","8699","105","A2767256","1","2727"
"8282","8699","103","","1","2727"
"8283","8699","104","A2767255","1","2727"
"8284","8700","105","A2767254","1","2727"
"8285","8700","103","","1","2727"
"8286","8700","104","A2767253","1","2727"
"8287","8701","105","A2767130","1","2727"
"8288","8701","103","","1","2727"
"8289","8701","104","A2767129","1","2727"
"8290","8703","105","A2767128","1","2727"
"8291","8703","103","","1","2727"
"8292","8703","104","A2767127","1","2727"
"8293","8704","105","A2767126","1","2727"
"8294","8704","103","","1","2727"
"8295","8704","104","A2767125","1","2727"
"8296","8706","105","A2767124","1","2727"
"8297","8706","103","","1","2727"
"8298","8706","104","A2767123","1","2727"
"8299","8707","105","A2767122","1","2727"
"8300","8707","103","","1","2727"
"8301","8707","104","A2767121","1","2727"
"8302","8708","105","A2767120","1","2727"
"8303","8708","103","","1","2727"
"8304","8708","104","A2767119","1","2727"
"8305","8709","105","A2767118","1","2727"
"8306","8709","103","","1","2727"
"8307","8709","104","A2767117","1","2727"
"8308","8710","105","A2767116","1","2727"
"8309","8710","103","","1","2727"
"8310","8710","104","A2767115","1","2727"
"8311","8711","105","A2767114","1","2727"
"8312","8711","103","","1","2727"
"8313","8711","104","A2767113","1","2727"
"8314","8712","105","A2767112","1","2727"
"8315","8712","103","","1","2727"
"8316","8712","104","A2767111","1","2727"
"8317","8713","105","A2767110","1","2727"
"8318","8713","103","","1","2727"
"8319","8713","104","A2767109","1","2727"
"8320","8714","105","A2767108","1","2727"
"8321","8714","103","","1","2727"
"8322","8714","104","A2767107","1","2727"
"8323","8715","105","A2767106","1","2727"
"8324","8715","103","","1","2727"
"8325","8715","104","A2767105","1","2727"
"8326","8716","105","A2767104","1","2727"
"8327","8716","103","","1","2727"
"8328","8716","104","A2767103","1","2727"
"8329","8717","105","A2767102","1","2727"
"8330","8717","103","","1","2727"
"8331","8717","104","A2767101","1","2727"
"8332","8718","105","A2767100","1","2727"
"8333","8718","103","","1","2727"
"8334","8718","104","A2767099","1","2727"
"8335","8719","105","A2767098","1","2727"
"8336","8719","103","","1","2727"
"8337","8719","104","A2767097","1","2727"
"8338","8720","105","A2767096","1","2727"
"8339","8720","103","","1","2727"
"8340","8720","104","A2767095","1","2727"
"8341","8721","105","A2767094","1","2727"
"8342","8721","103","","1","2727"
"8343","8721","104","A2767093","1","2727"
"8344","8722","105","A2767092","1","2727"
"8345","8722","103","","1","2727"
"8346","8722","104","A2767091","1","2727"
"8347","8723","105","A2767090","1","2727"
"8348","8723","103","","1","2727"
"8349","8723","104","A2767089","1","2727"
"8350","8724","105","A2767088","1","2727"
"8351","8724","103","","1","2727"
"8352","8724","104","A2767087","1","2727"
"8353","8725","105","A2767086","1","2727"
"8354","8725","103","","1","2727"
"8355","8725","104","A2767085","1","2727"
"8356","8726","105","A2767084","1","2727"
"8357","8726","103","","1","2727"
"8358","8726","104","A2767083","1","2727"
"8359","8727","105","A2767082","1","2727"
"8360","8727","103","","1","2727"
"8361","8727","104","A2767081","1","2727"
"8362","8728","105","A2767080","1","2727"
"8363","8728","103","","1","2727"
"8364","8728","104","A2767079","1","2727"
"8365","8729","105","A2767076","1","2727"
"8366","8729","103","","1","2727"
"8367","8729","104","A2767075","1","2727"
"8368","8730","105","A2767078","1","2727"
"8369","8730","103","","1","2727"
"8370","8730","104","A2767077","1","2727"
"8371","8731","105","A2767072","1","2727"
"8372","8731","103","","1","2727"
"8373","8731","104","A2767071","1","2727"
"8374","8732","105","A2767070","1","2727"
"8375","8732","103","","1","2727"
"8376","8732","104","A2767069","1","2727"
"8377","8733","105","A2767068","1","2727"
"8378","8733","103","","1","2727"
"8379","8733","104","A2767067","1","2727"
"8380","8734","105","A2767066","1","2727"
"8381","8734","103","","1","2727"
"8382","8734","104","A2767065","1","2727"
"8383","8735","105","A2767064","1","2727"
"8384","8735","103","","1","2727"
"8385","8735","104","A2767063","1","2727"
"8386","8736","105","A2767062","1","2727"
"8387","8736","103","","1","2727"
"8388","8736","104","A2767061","1","2727"
"8389","8737","105","A2767060","1","2727"
"8390","8737","103","","1","2727"
"8391","8737","104","A2767059","1","2727"
"8392","8738","105","A2767058","1","2727"
"8393","8738","103","","1","2727"
"8394","8738","104","A2767057","1","2727"
"8395","8739","105","A2767056","1","2727"
"8396","8739","103","","1","2727"
"8397","8739","104","A2767055","1","2727"
"8398","8740","105","A2767054","1","2727"
"8399","8740","103","","1","2727"
"8400","8740","104","A2767053","1","2727"
"8401","8741","105","A2767052","1","2727"
"8402","8741","103","","1","2727"
"8403","8741","104","A2767051","1","2727"
"8404","8742","105","A2767050","1","2727"
"8405","8742","103","","1","2727"
"8406","8742","104","A2767049","1","2727"
"8407","8743","105","A2767048","1","2727"
"8408","8743","103","","1","2727"
"8409","8743","104","A2767047","1","2727"
"8410","8744","105","A2767046","1","2727"
"8411","8744","103","","1","2727"
"8412","8744","104","A2767045","1","2727"
"8440","7302","105","A2766516","1","2730"
"8441","7302","103","","1","2730"
"8442","7302","104","A2766515","1","2730"
"8416","8745","105","A2767044","1","2727"
"8417","8745","103","","1","2727"
"8418","8745","104","A2767043","1","2727"
"8419","8746","105","A2767042","1","2727"
"8420","8746","103","","1","2727"
"8421","8746","104","A2767041","1","2727"
"8422","8747","105","A2767040","1","2727"
"8423","8747","103","","1","2727"
"8424","8747","104","A2767039","1","2727"
"8425","8748","105","A2767038","1","2727"
"8426","8748","103","","1","2727"
"8427","8748","104","A2767037","1","2727"
"8428","8749","105","A2767036","1","2727"
"8429","8749","103","","1","2727"
"8430","8749","104","A2767035","1","2727"
"8431","8750","105","A2767034","1","2727"
"8432","8750","103","","1","2727"
"8433","8750","104","A2767033","1","2727"
"8455","3022","105","A2767518","1","2730"
"8456","3022","103","","1","2730"
"8457","3022","104","A2767517","1","2730"
"8461","2680","105","A2767514","1","2730"
"8462","2680","103","","1","2730"
"8463","2680","104","A2767513","1","2730"
"8464","2622","105","A2767512","1","2730"
"8465","2622","103","","1","2730"
"8466","2622","104","A2767511","1","2730"
"8470","10208","127","A2766591","1","2734"
"8471","10208","128","A2766592","1","2734"
"8484","10215","127","A2769197","1","2734"
"8485","10215","128","A2769198","1","2734"
"8495","10220","128","A2769008","1","2734"
"12247","3004","104","A2766805","1","2971"
"12260","2815","105","A2766762","1","2971"
"8506","10224","127","A2769017","1","2734"
"8507","10224","128","A2769018","1","2734"
"10528","3476","105","A2771319","1","2845"
"8510","10228","127","A2769023","1","2734"
"8511","10228","128","A2769024","1","2734"
"8512","10229","127","A2769025","1","2734"
"8513","10229","128","A2769026","1","2734"
"8514","10230","127","A2769027","1","2734"
"8515","10230","128","A2769028","1","2734"
"10529","3476","103","","1","2845"
"10530","3476","104","A2771318","1","2845"
"12261","2815","103","","1","2971"
"12262","2815","104","A2766761","1","2971"
"8520","10233","127","A2769033","1","2734"
"8521","10233","128","A2769034","1","2734"
"8522","10234","127","A2769035","1","2734"
"8523","10234","128","A2769036","1","2734"
"8524","10235","127","A2769037","1","2734"
"8525","10235","128","A2769038","1","2734"
"8526","10236","127","A2769039","1","2734"
"8527","10236","128","A2769040","1","2734"
"12272","2762","105","A2770682","1","2971"
"12273","2762","103","","1","2971"
"8530","10239","127","A2769045","1","2734"
"8531","10239","128","A2769046","1","2734"
"8532","10238","127","A2769043","1","2734"
"8533","10238","128","A2769044","1","2734"
"10531","3477","105","A2771321","1","2845"
"10532","3477","103","","1","2845"
"8536","10241","127","A2769049","1","2734"
"8537","10241","128","A2769050","1","2734"
"8538","10242","127","A2769051","1","2734"
"8539","10242","128","A2769052","1","2734"
"8540","10243","127","A2769053","1","2734"
"8541","10243","128","A2769054","1","2734"
"8542","10245","127","A2769057","1","2734"
"8543","10245","128","A2769058","1","2734"
"8544","10244","127","A2769055","1","2734"
"8545","10244","128","A2769056","1","2734"
"8546","10246","127","A2769059","1","2734"
"8547","10246","128","A2769060","1","2734"
"8548","10247","127","A2769061","1","2734"
"8549","10247","128","A2769062","1","2734"
"8550","10248","127","A2769063","1","2734"
